feedback_id,timestamp,channel,content,sentiment_score,sentiment_label,topic_cluster,confidence,priority_score
FB_00509,2024-04-17T23:00:00.000Z,survey,"Processed feedback content 509",0.501,neutral,10,0.914,0.889
FB_00510,2024-03-17T00:00:00.000Z,survey,"Processed feedback content 510",0.981,positive,6,0.932,0.955
FB_00511,2024-06-27T23:00:00.000Z,chat,"Processed feedback content 511",0.324,negative,9,0.784,0.741
FB_00512,2024-04-23T23:00:00.000Z,in_app,"Processed feedback content 512",0.477,neutral,7,0.902,0.916
FB_00513,2024-04-05T23:00:00.000Z,chat,"Processed feedback content 513",0.535,neutral,2,0.851,0.596
FB_00514,2024-07-08T23:00:00.000Z,chat,"Processed feedback content 514",0.365,negative,9,0.814,0.953
FB_00515,2024-04-15T23:00:00.000Z,social_media,"Processed feedback content 515",0.873,positive,8,0.750,0.834
FB_00516,2024-02-26T00:00:00.000Z,survey,"Processed feedback content 516",0.254,negative,2,0.793,0.911
FB_00517,2024-11-08T00:00:00.000Z,survey,"Processed feedback content 517",0.608,positive,1,0.863,0.568
FB_00518,2024-05-22T23:00:00.000Z,survey,"Processed feedback content 518",0.124,negative,11,0.704,0.865
FB_00519,2024-01-24T00:00:00.000Z,support_ticket,"Processed feedback content 519",0.745,positive,2,0.998,0.591
FB_00520,2024-10-14T23:00:00.000Z,survey,"Processed feedback content 520",0.101,negative,9,0.806,0.577
FB_00521,2024-02-17T00:00:00.000Z,email,"Processed feedback content 521",0.618,positive,6,0.891,0.540
FB_00522,2024-05-05T23:00:00.000Z,email,"Processed feedback content 522",0.116,negative,5,0.799,0.857
FB_00523,2024-12-27T00:00:00.000Z,phone,"Processed feedback content 523",0.534,neutral,7,0.941,0.742
FB_00524,2024-05-05T23:00:00.000Z,email,"Processed feedback content 524",0.048,negative,11,0.894,0.506
FB_00525,2024-05-17T23:00:00.000Z,email,"Processed feedback content 525",0.778,positive,6,0.829,0.783
FB_00526,2024-09-18T23:00:00.000Z,email,"Processed feedback content 526",0.373,negative,5,0.725,0.712
FB_00527,2024-06-10T23:00:00.000Z,chat,"Processed feedback content 527",0.234,negative,9,0.961,0.785
FB_00528,2024-10-07T23:00:00.000Z,phone,"Processed feedback content 528",0.175,negative,1,0.774,0.538
FB_00529,2024-10-19T23:00:00.000Z,survey,"Processed feedback content 529",0.690,positive,4,0.966,0.720
FB_00530,2024-05-24T23:00:00.000Z,phone,"Processed feedback content 530",0.799,positive,9,0.908,0.699
FB_00531,2024-05-11T23:00:00.000Z,survey,"Processed feedback content 531",0.307,negative,8,0.866,0.884
FB_00532,2024-09-01T23:00:00.000Z,chat,"Processed feedback content 532",0.642,positive,1,0.824,0.714
FB_00533,2024-08-24T23:00:00.000Z,email,"Processed feedback content 533",0.230,negative,12,0.808,0.598
FB_00534,2024-02-18T00:00:00.000Z,chat,"Processed feedback content 534",0.915,positive,12,0.732,0.790
FB_00535,2024-05-25T23:00:00.000Z,email,"Processed feedback content 535",0.022,negative,8,0.706,0.628
FB_00536,2024-10-23T23:00:00.000Z,support_ticket,"Processed feedback content 536",0.141,negative,5,0.860,0.805
FB_00537,2024-01-15T00:00:00.000Z,in_app,"Processed feedback content 537",0.474,neutral,10,0.900,0.505
FB_00538,2024-02-18T00:00:00.000Z,support_ticket,"Processed feedback content 538",0.825,positive,11,0.712,0.599
FB_00539,2024-01-16T00:00:00.000Z,in_app,"Processed feedback content 539",0.560,neutral,8,0.979,0.621
FB_00540,2024-08-22T23:00:00.000Z,in_app,"Processed feedback content 540",0.640,positive,3,0.825,0.551
FB_00541,2024-10-19T23:00:00.000Z,chat,"Processed feedback content 541",0.310,negative,8,0.883,0.515
FB_00542,2024-03-28T00:00:00.000Z,support_ticket,"Processed feedback content 542",0.143,negative,9,0.948,0.537
FB_00543,2024-04-10T23:00:00.000Z,in_app,"Processed feedback content 543",0.983,positive,2,0.873,0.910
FB_00544,2024-11-04T00:00:00.000Z,social_media,"Processed feedback content 544",0.387,negative,9,0.870,0.867
FB_00545,2024-06-15T23:00:00.000Z,survey,"Processed feedback content 545",0.965,positive,7,0.711,0.680
FB_00546,2024-02-12T00:00:00.000Z,chat,"Processed feedback content 546",0.822,positive,3,0.826,0.685
FB_00547,2024-07-19T23:00:00.000Z,chat,"Processed feedback content 547",0.536,neutral,4,0.994,0.892
FB_00548,2024-06-21T23:00:00.000Z,in_app,"Processed feedback content 548",0.130,negative,9,0.702,0.869
FB_00549,2024-09-23T23:00:00.000Z,survey,"Processed feedback content 549",0.284,negative,6,0.940,0.984
FB_00550,2024-03-14T00:00:00.000Z,phone,"Processed feedback content 550",0.566,neutral,10,0.941,0.980
FB_00551,2024-07-23T23:00:00.000Z,support_ticket,"Processed feedback content 551",0.324,negative,7,0.944,0.540
FB_00552,2024-02-15T00:00:00.000Z,social_media,"Processed feedback content 552",0.632,positive,3,0.957,0.818
FB_00553,2024-09-18T23:00:00.000Z,support_ticket,"Processed feedback content 553",0.233,negative,10,0.989,0.817
FB_00554,2024-07-04T23:00:00.000Z,email,"Processed feedback content 554",0.057,negative,3,0.782,0.880
FB_00555,2024-02-10T00:00:00.000Z,in_app,"Processed feedback content 555",0.760,positive,8,0.937,0.580
FB_00556,2024-07-09T23:00:00.000Z,email,"Processed feedback content 556",0.116,negative,6,0.920,0.650
FB_00557,2024-09-17T23:00:00.000Z,phone,"Processed feedback content 557",0.264,negative,2,0.838,0.960
FB_00558,2024-03-04T00:00:00.000Z,phone,"Processed feedback content 558",0.211,negative,9,0.873,0.552
FB_00559,2024-07-02T23:00:00.000Z,survey,"Processed feedback content 559",0.538,neutral,12,0.827,0.580
FB_00560,2024-04-25T23:00:00.000Z,chat,"Processed feedback content 560",0.964,positive,6,0.776,0.621
FB_00561,2024-08-07T23:00:00.000Z,social_media,"Processed feedback content 561",0.540,neutral,6,0.953,0.548
FB_00562,2024-11-09T00:00:00.000Z,phone,"Processed feedback content 562",0.039,negative,8,0.749,0.635
FB_00563,2024-11-15T00:00:00.000Z,survey,"Processed feedback content 563",0.081,negative,8,0.859,0.725
FB_00564,2024-11-03T00:00:00.000Z,social_media,"Processed feedback content 564",0.557,neutral,2,0.964,0.728
FB_00565,2024-12-03T00:00:00.000Z,email,"Processed feedback content 565",0.264,negative,11,0.775,0.959
FB_00566,2024-07-11T23:00:00.000Z,social_media,"Processed feedback content 566",0.212,negative,8,0.754,0.773
FB_00567,2024-03-04T00:00:00.000Z,support_ticket,"Processed feedback content 567",0.969,positive,7,0.995,0.504
FB_00568,2024-10-25T23:00:00.000Z,chat,"Processed feedback content 568",0.958,positive,6,0.779,0.511
FB_00569,2024-12-02T00:00:00.000Z,support_ticket,"Processed feedback content 569",0.074,negative,9,0.996,0.725
FB_00570,2024-07-10T23:00:00.000Z,social_media,"Processed feedback content 570",0.036,negative,10,0.862,0.722
FB_00571,2024-12-08T00:00:00.000Z,email,"Processed feedback content 571",0.002,negative,12,0.891,0.593
FB_00572,2024-01-15T00:00:00.000Z,email,"Processed feedback content 572",0.539,neutral,11,0.954,0.728
FB_00573,2024-06-27T23:00:00.000Z,support_ticket,"Processed feedback content 573",0.137,negative,10,0.996,0.797
FB_00574,2024-12-17T00:00:00.000Z,email,"Processed feedback content 574",0.602,positive,3,0.748,0.753
FB_00575,2024-04-13T23:00:00.000Z,social_media,"Processed feedback content 575",0.609,positive,12,0.829,0.870
FB_00576,2024-07-06T23:00:00.000Z,chat,"Processed feedback content 576",0.681,positive,8,0.921,0.535
FB_00577,2024-04-13T23:00:00.000Z,social_media,"Processed feedback content 577",0.024,negative,11,0.773,0.695
FB_00578,2024-12-27T00:00:00.000Z,in_app,"Processed feedback content 578",0.482,neutral,1,0.704,0.501
FB_00579,2024-03-16T00:00:00.000Z,social_media,"Processed feedback content 579",0.114,negative,2,0.989,0.850
FB_00580,2024-03-07T00:00:00.000Z,email,"Processed feedback content 580",0.652,positive,3,0.886,0.594
FB_00581,2024-10-24T23:00:00.000Z,email,"Processed feedback content 581",0.541,neutral,7,0.875,0.789
FB_00582,2024-05-01T23:00:00.000Z,survey,"Processed feedback content 582",0.062,negative,3,0.862,0.690
FB_00583,2024-01-01T00:00:00.000Z,survey,"Processed feedback content 583",0.593,neutral,3,0.985,0.987
FB_00584,2024-03-20T00:00:00.000Z,social_media,"Processed feedback content 584",0.419,neutral,11,0.785,0.922
FB_00585,2024-03-13T00:00:00.000Z,support_ticket,"Processed feedback content 585",0.952,positive,11,0.876,0.669
FB_00586,2024-02-25T00:00:00.000Z,social_media,"Processed feedback content 586",0.875,positive,1,0.764,0.975
FB_00587,2024-11-21T00:00:00.000Z,survey,"Processed feedback content 587",0.883,positive,12,0.783,0.869
FB_00588,2024-11-25T00:00:00.000Z,phone,"Processed feedback content 588",0.527,neutral,11,0.777,0.730
FB_00589,2024-06-10T23:00:00.000Z,social_media,"Processed feedback content 589",0.253,negative,9,0.935,0.809
FB_00590,2024-12-23T00:00:00.000Z,in_app,"Processed feedback content 590",0.123,negative,5,0.944,0.938
FB_00591,2024-11-02T00:00:00.000Z,in_app,"Processed feedback content 591",0.991,positive,12,0.992,0.865
FB_00592,2024-10-09T23:00:00.000Z,phone,"Processed feedback content 592",0.282,negative,8,0.768,0.684
FB_00593,2024-09-19T23:00:00.000Z,email,"Processed feedback content 593",0.371,negative,12,0.861,0.908
FB_00594,2024-11-19T00:00:00.000Z,email,"Processed feedback content 594",0.044,negative,6,0.979,0.749
FB_00595,2024-01-07T00:00:00.000Z,phone,"Processed feedback content 595",0.738,positive,12,0.711,0.977
FB_00596,2024-05-02T23:00:00.000Z,email,"Processed feedback content 596",0.512,neutral,9,0.918,0.562
FB_00597,2024-02-05T00:00:00.000Z,social_media,"Processed feedback content 597",0.337,negative,6,0.803,0.512
FB_00598,2024-05-10T23:00:00.000Z,social_media,"Processed feedback content 598",0.432,neutral,9,0.986,0.759
FB_00599,2024-04-02T23:00:00.000Z,email,"Processed feedback content 599",0.547,neutral,12,0.734,0.617
FB_00600,2024-08-09T23:00:00.000Z,phone,"Processed feedback content 600",0.294,negative,11,0.712,0.982
FB_00601,2024-10-20T23:00:00.000Z,email,"Processed feedback content 601",0.397,negative,12,0.767,0.877
FB_00602,2024-01-14T00:00:00.000Z,support_ticket,"Processed feedback content 602",0.646,positive,9,0.748,0.744
FB_00603,2024-04-11T23:00:00.000Z,survey,"Processed feedback content 603",0.651,positive,8,0.814,0.644
FB_00604,2024-11-19T00:00:00.000Z,social_media,"Processed feedback content 604",0.520,neutral,3,0.976,0.784
FB_00605,2024-09-02T23:00:00.000Z,in_app,"Processed feedback content 605",0.564,neutral,8,0.767,0.974
FB_00606,2024-08-25T23:00:00.000Z,in_app,"Processed feedback content 606",0.848,positive,7,0.913,0.631
FB_00607,2024-01-26T00:00:00.000Z,support_ticket,"Processed feedback content 607",0.781,positive,3,0.707,0.672
FB_00608,2024-12-26T00:00:00.000Z,support_ticket,"Processed feedback content 608",0.871,positive,1,0.822,0.933
FB_00609,2024-10-19T23:00:00.000Z,in_app,"Processed feedback content 609",0.366,negative,8,0.816,0.700
FB_00610,2024-03-04T00:00:00.000Z,social_media,"Processed feedback content 610",0.480,neutral,5,0.990,0.564
FB_00611,2024-05-08T23:00:00.000Z,support_ticket,"Processed feedback content 611",0.203,negative,9,0.932,0.532
FB_00612,2024-04-16T23:00:00.000Z,social_media,"Processed feedback content 612",0.618,positive,1,0.741,0.808
FB_00613,2024-09-26T23:00:00.000Z,support_ticket,"Processed feedback content 613",0.017,negative,6,0.791,0.896
FB_00614,2024-03-27T00:00:00.000Z,in_app,"Processed feedback content 614",0.803,positive,6,0.842,0.782
FB_00615,2024-03-12T00:00:00.000Z,chat,"Processed feedback content 615",0.932,positive,11,0.950,0.961
FB_00616,2024-05-16T23:00:00.000Z,social_media,"Processed feedback content 616",0.807,positive,3,0.876,0.586
FB_00617,2024-12-16T00:00:00.000Z,survey,"Processed feedback content 617",0.568,neutral,2,0.710,0.544
FB_00618,2024-10-16T23:00:00.000Z,social_media,"Processed feedback content 618",0.858,positive,9,0.927,0.930
FB_00619,2024-11-18T00:00:00.000Z,email,"Processed feedback content 619",0.629,positive,5,0.767,0.704
FB_00620,2024-02-13T00:00:00.000Z,support_ticket,"Processed feedback content 620",0.593,neutral,10,0.738,0.574
FB_00621,2024-11-28T00:00:00.000Z,in_app,"Processed feedback content 621",0.513,neutral,8,0.837,0.828
FB_00622,2024-10-18T23:00:00.000Z,in_app,"Processed feedback content 622",0.274,negative,1,0.735,0.509
FB_00623,2024-10-04T23:00:00.000Z,social_media,"Processed feedback content 623",0.561,neutral,5,0.869,0.811
FB_00624,2024-05-18T23:00:00.000Z,chat,"Processed feedback content 624",0.088,negative,1,0.841,0.676
FB_00625,2024-10-22T23:00:00.000Z,support_ticket,"Processed feedback content 625",0.530,neutral,12,0.884,0.579
FB_00626,2024-10-06T23:00:00.000Z,phone,"Processed feedback content 626",0.638,positive,2,0.778,0.686
FB_00627,2024-10-04T23:00:00.000Z,chat,"Processed feedback content 627",0.676,positive,8,0.946,0.761
FB_00628,2024-07-11T23:00:00.000Z,chat,"Processed feedback content 628",0.904,positive,12,0.798,0.744
FB_00629,2024-11-03T00:00:00.000Z,in_app,"Processed feedback content 629",0.204,negative,10,0.811,0.965
FB_00630,2024-09-07T23:00:00.000Z,social_media,"Processed feedback content 630",0.371,negative,7,0.797,0.886
FB_00631,2024-12-07T00:00:00.000Z,survey,"Processed feedback content 631",0.873,positive,2,0.848,0.644
FB_00632,2024-01-04T00:00:00.000Z,phone,"Processed feedback content 632",0.381,negative,4,0.993,0.881
FB_00633,2024-04-25T23:00:00.000Z,social_media,"Processed feedback content 633",0.639,positive,5,0.961,0.981
FB_00634,2024-09-07T23:00:00.000Z,support_ticket,"Processed feedback content 634",0.557,neutral,11,0.769,0.991
FB_00635,2024-02-12T00:00:00.000Z,email,"Processed feedback content 635",0.786,positive,11,0.791,0.885
FB_00636,2024-05-07T23:00:00.000Z,survey,"Processed feedback content 636",0.634,positive,7,0.999,0.808
FB_00637,2024-10-19T23:00:00.000Z,email,"Processed feedback content 637",0.960,positive,6,0.900,0.787
FB_00638,2024-11-05T00:00:00.000Z,chat,"Processed feedback content 638",0.343,negative,11,0.854,0.964
FB_00639,2024-12-15T00:00:00.000Z,social_media,"Processed feedback content 639",0.009,negative,3,0.843,0.974
FB_00640,2024-07-16T23:00:00.000Z,survey,"Processed feedback content 640",0.614,positive,12,0.899,0.766
FB_00641,2024-08-05T23:00:00.000Z,social_media,"Processed feedback content 641",0.806,positive,8,0.818,0.721
FB_00642,2024-12-23T00:00:00.000Z,chat,"Processed feedback content 642",0.124,negative,12,0.887,0.932
FB_00643,2024-11-26T00:00:00.000Z,email,"Processed feedback content 643",0.851,positive,12,0.945,0.582
FB_00644,2024-09-07T23:00:00.000Z,phone,"Processed feedback content 644",0.774,positive,7,0.846,0.854
FB_00645,2024-04-21T23:00:00.000Z,survey,"Processed feedback content 645",0.197,negative,11,0.957,0.641
FB_00646,2024-02-22T00:00:00.000Z,email,"Processed feedback content 646",0.503,neutral,12,0.906,0.743
FB_00647,2024-08-02T23:00:00.000Z,support_ticket,"Processed feedback content 647",0.495,neutral,7,0.854,0.540
FB_00648,2024-04-30T23:00:00.000Z,phone,"Processed feedback content 648",0.840,positive,1,0.903,0.829
FB_00649,2024-11-06T00:00:00.000Z,in_app,"Processed feedback content 649",0.509,neutral,8,0.763,0.784
FB_00650,2024-09-24T23:00:00.000Z,social_media,"Processed feedback content 650",0.438,neutral,7,0.986,0.818
FB_00651,2024-03-12T00:00:00.000Z,survey,"Processed feedback content 651",0.055,negative,2,0.925,0.967
FB_00652,2024-05-01T23:00:00.000Z,social_media,"Processed feedback content 652",0.039,negative,1,0.871,0.883
FB_00653,2024-11-08T00:00:00.000Z,in_app,"Processed feedback content 653",0.952,positive,7,0.985,0.752
FB_00654,2024-02-10T00:00:00.000Z,support_ticket,"Processed feedback content 654",0.195,negative,6,0.797,0.779
FB_00655,2024-08-14T23:00:00.000Z,survey,"Processed feedback content 655",0.025,negative,10,0.781,0.876
FB_00656,2024-10-28T00:00:00.000Z,social_media,"Processed feedback content 656",0.355,negative,11,0.998,0.653
FB_00657,2024-01-06T00:00:00.000Z,email,"Processed feedback content 657",0.620,positive,6,0.793,0.838
FB_00658,2024-10-17T23:00:00.000Z,support_ticket,"Processed feedback content 658",0.883,positive,12,0.793,0.567
FB_00659,2024-06-26T23:00:00.000Z,email,"Processed feedback content 659",0.007,negative,6,0.852,0.685
FB_00660,2024-05-14T23:00:00.000Z,phone,"Processed feedback content 660",0.618,positive,11,0.874,0.509
FB_00661,2024-06-08T23:00:00.000Z,chat,"Processed feedback content 661",0.117,negative,1,0.950,0.521
FB_00662,2024-01-09T00:00:00.000Z,support_ticket,"Processed feedback content 662",0.260,negative,1,0.727,0.730
FB_00663,2024-04-16T23:00:00.000Z,support_ticket,"Processed feedback content 663",0.621,positive,11,0.981,0.559
FB_00664,2024-01-05T00:00:00.000Z,email,"Processed feedback content 664",0.224,negative,12,0.956,0.728
FB_00665,2024-08-10T23:00:00.000Z,support_ticket,"Processed feedback content 665",0.667,positive,6,0.944,0.556
FB_00666,2024-12-13T00:00:00.000Z,support_ticket,"Processed feedback content 666",0.932,positive,6,0.847,0.992
FB_00667,2024-01-24T00:00:00.000Z,phone,"Processed feedback content 667",0.069,negative,12,0.737,0.635
FB_00668,2024-03-02T00:00:00.000Z,survey,"Processed feedback content 668",0.798,positive,6,0.862,0.712
FB_00669,2024-07-09T23:00:00.000Z,support_ticket,"Processed feedback content 669",0.646,positive,10,0.856,0.930
FB_00670,2024-05-26T23:00:00.000Z,social_media,"Processed feedback content 670",0.793,positive,8,0.738,0.883
FB_00671,2024-04-09T23:00:00.000Z,social_media,"Processed feedback content 671",0.582,neutral,4,0.830,0.553
FB_00672,2024-06-08T23:00:00.000Z,support_ticket,"Processed feedback content 672",0.209,negative,6,0.847,0.504
FB_00673,2024-01-06T00:00:00.000Z,phone,"Processed feedback content 673",0.548,neutral,11,0.807,0.620
FB_00674,2024-11-17T00:00:00.000Z,chat,"Processed feedback content 674",0.032,negative,5,0.982,0.957
FB_00675,2024-01-25T00:00:00.000Z,phone,"Processed feedback content 675",0.451,neutral,12,0.935,0.785
FB_00676,2024-08-02T23:00:00.000Z,chat,"Processed feedback content 676",0.558,neutral,8,0.712,0.505
FB_00677,2024-06-01T23:00:00.000Z,phone,"Processed feedback content 677",0.867,positive,8,0.879,0.936
FB_00678,2024-02-19T00:00:00.000Z,social_media,"Processed feedback content 678",0.118,negative,12,0.835,0.926
FB_00679,2024-11-27T00:00:00.000Z,in_app,"Processed feedback content 679",0.028,negative,10,0.860,0.984
FB_00680,2024-11-28T00:00:00.000Z,social_media,"Processed feedback content 680",0.758,positive,11,0.723,0.954
FB_00681,2024-06-18T23:00:00.000Z,survey,"Processed feedback content 681",0.536,neutral,5,0.932,0.513
FB_00682,2024-03-21T00:00:00.000Z,in_app,"Processed feedback content 682",0.983,positive,12,0.888,0.688
FB_00683,2024-04-04T23:00:00.000Z,social_media,"Processed feedback content 683",0.003,negative,2,0.844,0.718
FB_00684,2024-12-10T00:00:00.000Z,email,"Processed feedback content 684",0.542,neutral,12,0.761,0.660
FB_00685,2024-10-12T23:00:00.000Z,phone,"Processed feedback content 685",0.041,negative,3,0.889,0.942
FB_00686,2024-08-31T23:00:00.000Z,email,"Processed feedback content 686",0.117,negative,4,0.798,0.601
FB_00687,2024-12-20T00:00:00.000Z,email,"Processed feedback content 687",0.989,positive,8,0.886,0.962
FB_00688,2024-08-01T23:00:00.000Z,phone,"Processed feedback content 688",0.952,positive,6,0.842,0.768
FB_00689,2024-08-22T23:00:00.000Z,phone,"Processed feedback content 689",0.936,positive,2,0.826,0.743
FB_00690,2024-07-03T23:00:00.000Z,in_app,"Processed feedback content 690",0.760,positive,6,0.995,0.702
FB_00691,2024-11-15T00:00:00.000Z,in_app,"Processed feedback content 691",0.838,positive,6,0.942,0.519
FB_00692,2024-08-21T23:00:00.000Z,support_ticket,"Processed feedback content 692",0.421,neutral,5,0.965,0.603
FB_00693,2024-02-08T00:00:00.000Z,phone,"Processed feedback content 693",0.743,positive,3,0.961,0.648
FB_00694,2024-04-09T23:00:00.000Z,phone,"Processed feedback content 694",0.742,positive,5,0.997,0.716
FB_00695,2024-09-24T23:00:00.000Z,support_ticket,"Processed feedback content 695",0.945,positive,7,0.973,0.938
FB_00696,2024-06-05T23:00:00.000Z,email,"Processed feedback content 696",0.470,neutral,3,0.945,0.845
FB_00697,2024-09-30T23:00:00.000Z,email,"Processed feedback content 697",0.526,neutral,11,0.984,0.934
FB_00698,2024-05-23T23:00:00.000Z,chat,"Processed feedback content 698",0.981,positive,9,0.917,0.545
FB_00699,2024-09-06T23:00:00.000Z,chat,"Processed feedback content 699",0.283,negative,8,0.806,0.763
FB_00700,2024-01-18T00:00:00.000Z,in_app,"Processed feedback content 700",0.385,negative,10,0.808,0.664
FB_00701,2024-01-23T00:00:00.000Z,in_app,"Processed feedback content 701",0.279,negative,2,0.959,0.555
FB_00702,2024-07-07T23:00:00.000Z,chat,"Processed feedback content 702",0.029,negative,11,0.885,0.966
FB_00703,2024-03-21T00:00:00.000Z,support_ticket,"Processed feedback content 703",0.953,positive,3,0.982,0.857
FB_00704,2024-05-24T23:00:00.000Z,chat,"Processed feedback content 704",0.377,negative,4,0.851,0.928
FB_00705,2024-07-19T23:00:00.000Z,in_app,"Processed feedback content 705",0.623,positive,12,0.998,0.604
FB_00706,2024-02-05T00:00:00.000Z,in_app,"Processed feedback content 706",0.036,negative,9,0.810,0.857
FB_00707,2024-02-06T00:00:00.000Z,email,"Processed feedback content 707",0.302,negative,6,0.870,0.866
FB_00708,2024-12-28T00:00:00.000Z,in_app,"Processed feedback content 708",0.285,negative,8,0.723,0.785
FB_00709,2024-07-26T23:00:00.000Z,social_media,"Processed feedback content 709",0.297,negative,3,0.872,0.612
FB_00710,2024-06-03T23:00:00.000Z,social_media,"Processed feedback content 710",0.224,negative,2,0.825,0.568
FB_00711,2024-05-08T23:00:00.000Z,in_app,"Processed feedback content 711",0.127,negative,6,0.939,0.511
FB_00712,2024-07-23T23:00:00.000Z,email,"Processed feedback content 712",0.301,negative,5,0.951,0.536
FB_00713,2024-01-11T00:00:00.000Z,survey,"Processed feedback content 713",0.936,positive,9,0.873,0.801
FB_00714,2024-09-21T23:00:00.000Z,chat,"Processed feedback content 714",0.336,negative,8,0.869,0.957
FB_00715,2024-06-04T23:00:00.000Z,chat,"Processed feedback content 715",0.045,negative,3,0.952,0.616
FB_00716,2024-12-04T00:00:00.000Z,phone,"Processed feedback content 716",0.099,negative,7,0.743,0.862
FB_00717,2024-04-07T23:00:00.000Z,in_app,"Processed feedback content 717",0.843,positive,5,0.935,0.615
FB_00718,2024-07-12T23:00:00.000Z,chat,"Processed feedback content 718",0.872,positive,9,0.992,0.627
FB_00719,2024-01-23T00:00:00.000Z,support_ticket,"Processed feedback content 719",0.089,negative,12,0.800,0.926
FB_00720,2024-02-20T00:00:00.000Z,email,"Processed feedback content 720",0.609,positive,10,0.733,0.908
FB_00721,2024-11-14T00:00:00.000Z,chat,"Processed feedback content 721",0.839,positive,6,0.724,0.751
FB_00722,2024-02-20T00:00:00.000Z,in_app,"Processed feedback content 722",0.586,neutral,9,0.946,0.981
FB_00723,2024-08-10T23:00:00.000Z,in_app,"Processed feedback content 723",0.938,positive,2,0.748,0.555
FB_00724,2024-07-11T23:00:00.000Z,survey,"Processed feedback content 724",0.691,positive,2,0.991,0.723
FB_00725,2024-04-05T23:00:00.000Z,social_media,"Processed feedback content 725",0.584,neutral,9,0.770,0.988
FB_00726,2024-04-24T23:00:00.000Z,survey,"Processed feedback content 726",0.186,negative,7,0.862,0.737
FB_00727,2024-05-20T23:00:00.000Z,survey,"Processed feedback content 727",0.870,positive,12,0.949,0.921
FB_00728,2024-04-05T23:00:00.000Z,social_media,"Processed feedback content 728",0.052,negative,11,0.798,0.501
FB_00729,2024-06-14T23:00:00.000Z,survey,"Processed feedback content 729",0.710,positive,4,0.878,0.922
FB_00730,2024-01-13T00:00:00.000Z,chat,"Processed feedback content 730",0.784,positive,6,0.752,0.995
FB_00731,2024-11-01T00:00:00.000Z,social_media,"Processed feedback content 731",0.154,negative,12,0.773,0.817
FB_00732,2024-01-12T00:00:00.000Z,support_ticket,"Processed feedback content 732",0.668,positive,8,0.910,0.642
FB_00733,2024-08-20T23:00:00.000Z,chat,"Processed feedback content 733",0.125,negative,6,0.831,0.758
FB_00734,2024-12-23T00:00:00.000Z,in_app,"Processed feedback content 734",0.319,negative,7,0.711,0.561
FB_00735,2024-06-20T23:00:00.000Z,phone,"Processed feedback content 735",0.529,neutral,5,0.741,0.869
FB_00736,2024-05-20T23:00:00.000Z,support_ticket,"Processed feedback content 736",0.441,neutral,4,0.923,0.973
FB_00737,2024-02-28T00:00:00.000Z,email,"Processed feedback content 737",0.429,neutral,8,0.937,0.671
FB_00738,2024-03-24T00:00:00.000Z,social_media,"Processed feedback content 738",0.891,positive,4,0.987,0.743
FB_00739,2024-12-23T00:00:00.000Z,phone,"Processed feedback content 739",0.757,positive,2,0.804,0.653
FB_00740,2024-05-26T23:00:00.000Z,in_app,"Processed feedback content 740",0.804,positive,11,0.867,0.551
FB_00741,2024-02-09T00:00:00.000Z,support_ticket,"Processed feedback content 741",0.223,negative,5,0.745,0.888
FB_00742,2024-09-23T23:00:00.000Z,email,"Processed feedback content 742",0.757,positive,5,0.828,0.804
FB_00743,2024-02-07T00:00:00.000Z,chat,"Processed feedback content 743",0.938,positive,8,0.888,0.832
FB_00744,2024-05-18T23:00:00.000Z,survey,"Processed feedback content 744",0.774,positive,3,0.977,0.630
FB_00745,2024-10-13T23:00:00.000Z,email,"Processed feedback content 745",0.234,negative,6,0.764,0.734
FB_00746,2024-09-06T23:00:00.000Z,survey,"Processed feedback content 746",0.863,positive,9,0.921,0.801
FB_00747,2024-12-14T00:00:00.000Z,survey,"Processed feedback content 747",0.513,neutral,5,0.744,0.739
FB_00748,2024-10-09T23:00:00.000Z,survey,"Processed feedback content 748",0.137,negative,6,0.989,0.916
FB_00749,2024-04-08T23:00:00.000Z,support_ticket,"Processed feedback content 749",0.703,positive,5,0.949,0.662
FB_00750,2024-02-02T00:00:00.000Z,chat,"Processed feedback content 750",0.104,negative,6,0.977,0.768
FB_00751,2024-08-21T23:00:00.000Z,social_media,"Processed feedback content 751",0.764,positive,9,0.747,0.501
FB_00752,2024-05-26T23:00:00.000Z,email,"Processed feedback content 752",0.681,positive,12,0.720,0.592
FB_00753,2024-11-21T00:00:00.000Z,email,"Processed feedback content 753",0.716,positive,10,0.701,0.839
FB_00754,2024-07-21T23:00:00.000Z,phone,"Processed feedback content 754",0.527,neutral,5,0.726,0.504
FB_00755,2024-02-02T00:00:00.000Z,chat,"Processed feedback content 755",0.278,negative,10,0.756,0.635
FB_00756,2024-11-09T00:00:00.000Z,support_ticket,"Processed feedback content 756",0.153,negative,8,0.805,0.620
FB_00757,2024-03-08T00:00:00.000Z,survey,"Processed feedback content 757",0.589,neutral,12,0.820,0.642
FB_00758,2024-12-10T00:00:00.000Z,phone,"Processed feedback content 758",0.382,negative,6,0.802,0.862
FB_00759,2024-08-16T23:00:00.000Z,in_app,"Processed feedback content 759",0.603,positive,1,0.869,0.777
FB_00760,2024-11-12T00:00:00.000Z,in_app,"Processed feedback content 760",0.527,neutral,6,0.794,0.589
FB_00761,2024-06-09T23:00:00.000Z,phone,"Processed feedback content 761",0.201,negative,9,0.705,0.735
FB_00762,2024-12-28T00:00:00.000Z,phone,"Processed feedback content 762",0.141,negative,3,0.716,0.615
